id,school_name,state,school_type,grade_level,funding_per_student_usd,avg_test_score_percent,student_teacher_ratio,percent_low_income,percent_minority,internet_access_percent,dropout_rate_percent,digital_divide_score,resource_pressure_score,socioeconomic_risk_score,academic_health_score,equity_score,risk_category
163,Kim Middle School,Ohio,Charter,Elementary,22207.53,65.4,14.9,70.8,63.5,80.7,4.0,19.299999999999997,14.9,67.15,61.400000000000006,69.85325396542358,Medium Risk
164,Benton Elementary School,Florida,Charter,Elementary,9819.27,47.2,23.2,16.4,92.9,99.8,0.5,0.20000000000000284,23.2,54.650000000000006,46.7,38.3441682390319,High Risk
165,Smith Middle School,Georgia,Public,Elementary,14711.34,64.8,11.4,25.0,71.8,94.2,0.5,5.799999999999997,11.4,48.4,64.3,71.31085309882285,Low Risk
166,Smith Elementary School,Illinois,Charter,Elementary,19639.17,43.5,20.0,53.2,47.7,55.8,7.25,44.2,20.0,50.45,36.25,29.322036220075958,High Risk
167,James Elementary School,North Carolina,Private,Middle,16003.49,40.0,27.3,66.6,83.7,56.9,14.72,43.1,27.3,75.15,25.28,10.208078130521017,High Risk
168,Griffin High School,Georgia,Public,Elementary,22878.6,63.3,14.5,48.8,29.5,74.5,4.78,25.5,14.5,39.15,58.519999999999996,69.6657030300231,Medium Risk
169,Mason Elementary School,North Carolina,Public,Elementary,11847.26,40.0,16.5,69.4,89.2,50.1,10.13,49.9,16.5,79.30000000000001,29.869999999999997,10.766186688684014,High Risk
170,Clark High School,Texas,Charter,High,15464.38,63.7,12.2,21.6,41.8,93.7,0.5,6.299999999999997,12.2,31.7,63.2,72.51253650632522,Low Risk
171,Baker Middle School,California,Private,Middle,15304.36,47.9,28.3,34.1,36.1,88.6,3.08,11.400000000000006,28.3,35.1,44.82,40.26793368821457,Medium Risk
172,Murphy Elementary School,California,Charter,High,24586.36,68.4,26.4,25.2,34.0,94.1,0.5,5.900000000000006,26.4,29.6,67.9,81.05281771005001,Low Risk
173,Copeland Elementary School,Pennsylvania,Public,High,11524.75,40.0,23.9,50.0,73.7,74.7,7.64,25.299999999999997,23.9,61.85,32.36,18.18428019896176,High Risk
174,Valencia High School,Florida,Private,Elementary,17027.39,52.0,28.5,32.2,17.9,98.8,1.36,1.2000000000000028,28.5,25.05,50.64,52.873134631374214,Medium Risk
175,Willis High School,California,Charter,Elementary,24312.09,64.1,15.4,34.0,86.1,95.7,0.5,4.299999999999997,15.4,60.05,63.599999999999994,78.17160098603954,Low Risk
176,Montgomery High School,North Carolina,Private,Middle,12007.89,40.0,26.0,26.3,68.9,58.0,5.96,42.0,26.0,47.6,34.04,14.461024200094938,High Risk
177,Wang Elementary School,Georgia,Public,Elementary,21233.23,67.1,16.6,22.0,69.9,73.1,0.54,26.900000000000006,16.6,45.95,66.55999999999999,71.67429662927401,Low Risk
178,Gardner Middle School,Georgia,Private,Elementary,22529.03,50.7,25.6,36.7,65.4,57.9,7.68,42.1,25.6,51.050000000000004,43.02,38.70012546566226,High Risk
179,Keller Middle School,Michigan,Public,Elementary,11432.46,40.0,18.4,78.0,65.2,66.1,10.05,33.900000000000006,18.4,71.6,29.95,15.841652848952176,High Risk
180,Reese Middle School,North Carolina,Private,Elementary,20022.97,56.7,20.0,41.0,67.3,78.3,4.63,21.700000000000003,20.0,54.15,52.07,54.403167500732934,Medium Risk
181,Ali Elementary School,Michigan,Public,Elementary,14364.22,44.8,16.9,93.4,7.9,63.9,7.56,36.1,16.9,50.650000000000006,37.239999999999995,29.23936036758146,High Risk
182,Flores High School,New York,Public,Elementary,11239.13,40.0,28.4,79.5,26.7,54.6,13.14,45.4,28.4,53.1,26.86,7.015930539540876,High Risk
183,Davidson Elementary School,North Carolina,Charter,Elementary,19037.35,46.2,22.4,74.0,46.1,77.7,6.98,22.299999999999997,22.4,60.05,39.22,36.93524856946628,High Risk
184,Chung Middle School,Ohio,Charter,High,10080.98,47.4,28.1,14.1,19.5,70.0,5.16,30.0,28.1,16.8,42.239999999999995,28.86358708913511,High Risk
185,Fleming Elementary School,Georgia,Charter,High,13012.56,54.2,18.8,28.6,58.4,85.9,2.2,14.099999999999994,18.8,43.5,52.0,49.11692465495047,Medium Risk
186,Howard Elementary School,Texas,Private,Middle,9283.35,48.0,28.3,20.1,55.2,79.6,2.96,20.400000000000006,28.3,37.650000000000006,45.04,29.991216327054325,High Risk
187,Mcneil Middle School,Georgia,Charter,Elementary,18360.27,43.8,17.1,90.5,12.0,58.5,9.29,41.5,17.1,51.25,34.51,29.795159048514314,High Risk
188,Riggs Middle School,California,Private,High,9145.94,40.0,21.4,85.4,74.3,81.2,9.92,18.799999999999997,21.4,79.85,30.08,15.613696685022528,High Risk
189,Rivera Middle School,Georgia,Public,Elementary,19936.86,40.0,29.7,90.7,38.3,82.7,11.43,17.299999999999997,29.7,64.5,28.57,25.283743346789823,High Risk
190,Hansen Middle School,New York,Charter,High,15596.42,54.9,15.1,83.5,25.5,81.4,5.41,18.599999999999994,15.1,54.5,49.489999999999995,50.581638632440324,Medium Risk
191,Johnson Elementary School,Michigan,Private,High,19153.5,63.9,23.5,23.2,82.2,85.5,4.1,14.5,23.5,52.7,59.8,63.12513834522537,Medium Risk
192,Harris Middle School,Texas,Public,High,21107.26,50.8,19.7,86.5,68.0,87.3,8.62,12.700000000000003,19.7,77.25,42.18,46.74170078673581,Medium Risk
193,Moreno Middle School,California,Charter,Elementary,24558.03,53.2,16.7,92.0,62.3,79.9,7.33,20.099999999999994,16.7,77.15,45.870000000000005,53.43902269555765,Medium Risk
194,Hughes Elementary School,Florida,Charter,Elementary,5940.64,49.3,13.7,53.4,39.4,87.1,4.06,12.900000000000006,13.7,46.4,45.239999999999995,37.05252042274013,High Risk
195,Rodriguez High School,Florida,Public,Elementary,23919.94,48.2,28.3,19.3,36.7,50.7,9.37,49.3,28.3,28.0,38.830000000000005,35.622538575410964,High Risk
196,Whitaker High School,Georgia,Public,High,11915.53,40.0,29.9,55.9,60.4,79.1,11.1,20.900000000000006,29.9,58.15,28.9,15.6519567683462,High Risk
197,Peterson Elementary School,Florida,Public,Middle,17941.97,54.5,20.7,19.0,54.1,60.9,2.73,39.1,20.7,36.55,51.77,46.144565501997434,Medium Risk
198,Herrera Middle School,Illinois,Public,Elementary,16233.73,44.5,26.4,40.4,43.4,71.2,5.69,28.799999999999997,26.4,41.9,38.81,30.127952228372255,High Risk
199,Morris Middle School,North Carolina,Private,Middle,14673.39,46.9,11.9,59.1,82.0,69.1,7.93,30.900000000000006,11.9,70.55,38.97,33.94430200239397,High Risk
200,Rodriguez Middle School,Georgia,Public,Middle,24699.08,59.0,17.4,65.5,49.0,79.1,3.62,20.900000000000006,17.4,57.25,55.38,64.44351918888964,Medium Risk
201,Morris High School,Texas,Private,High,24394.93,66.5,19.0,23.3,80.1,81.6,0.5,18.400000000000006,19.0,51.699999999999996,66.0,75.3865666755202,Low Risk
202,Jennings Elementary School,North Carolina,Public,Middle,8665.12,40.0,23.8,90.7,92.7,61.1,12.18,38.9,23.8,91.7,27.82,4.036588688900077,High Risk
203,Howell Elementary School,Ohio,Private,Middle,23743.27,49.3,28.0,46.7,19.3,52.3,9.06,47.7,28.0,33.0,40.239999999999995,36.94049503981775,High Risk
204,Robles Elementary School,Georgia,Charter,High,18992.39,61.7,28.3,22.0,8.6,90.1,1.29,9.900000000000006,28.3,15.3,60.410000000000004,65.505147513986,Medium Risk
205,Hanson High School,Florida,Private,High,24125.34,47.1,20.5,71.3,9.7,69.9,6.52,30.099999999999994,20.5,40.5,40.58,45.23814147272795,Medium Risk
206,Kidd Elementary School,Illinois,Private,High,9904.18,40.0,19.1,81.0,66.2,67.2,9.09,32.8,19.1,73.6,30.91,14.201936628567754,High Risk
207,Collins High School,Texas,Public,High,11235.08,41.2,24.3,29.1,85.4,83.0,4.62,17.0,24.3,57.25,36.580000000000005,23.96049179520267,High Risk
208,Freeman High School,California,Charter,High,6769.82,40.0,13.7,21.9,34.4,64.2,2.7,35.8,13.7,28.15,37.3,21.815584883833182,High Risk
209,Taylor Elementary School,Texas,Private,Elementary,7955.0,40.0,15.1,66.7,9.0,78.5,8.42,21.5,15.1,37.85,31.58,23.430059224169625,High Risk
210,Hernandez Middle School,Texas,Charter,Elementary,5077.03,40.0,15.4,70.6,50.7,67.8,8.32,32.2,15.4,60.65,31.68,13.096219855188815,High Risk
211,Vance High School,Florida,Charter,Elementary,14544.25,46.0,20.9,64.1,17.3,64.4,8.68,35.599999999999994,20.9,40.699999999999996,37.32,29.651855415963688,High Risk
212,Johnson High School,North Carolina,Private,High,22721.18,58.8,16.6,35.1,22.7,77.7,1.35,22.299999999999997,16.6,28.9,57.449999999999996,66.82867907718891,Medium Risk
213,Smith Middle School,Illinois,Public,Middle,5908.09,40.0,25.3,89.1,24.4,56.6,11.79,43.4,25.3,56.75,28.21,3.4271479766620203,High Risk
214,Jones Elementary School,Florida,Private,Elementary,18000.5,53.0,10.5,80.4,68.1,89.6,3.78,10.400000000000006,10.5,74.25,49.22,54.544744825629536,Medium Risk
215,Jackson Elementary School,Georgia,Charter,Middle,21737.44,58.8,12.3,77.6,37.3,88.0,0.55,12.0,12.3,57.449999999999996,58.25,68.1569735701462,Medium Risk
216,Jones High School,Michigan,Charter,Middle,20653.06,55.6,11.6,55.3,51.2,51.5,4.41,48.5,11.6,53.25,51.19,49.56731863406249,Medium Risk
217,Brown Middle School,New York,Private,High,12785.11,47.1,12.9,74.1,54.2,76.6,4.05,23.400000000000006,12.9,64.15,43.050000000000004,36.65450503214704,High Risk
218,Salinas Elementary School,California,Private,High,16918.75,61.9,30.0,22.8,42.0,99.5,0.5,0.5,30.0,32.4,61.4,63.613445805069944,Medium Risk
219,Gentry Middle School,Florida,Charter,Middle,24210.69,57.9,14.9,45.7,93.3,67.6,3.52,32.400000000000006,14.9,69.5,54.379999999999995,58.334282281404285,Medium Risk
220,Murphy Elementary School,Florida,Public,Elementary,14601.12,40.0,18.2,71.7,70.1,69.7,10.4,30.299999999999997,18.2,70.9,29.6,20.81796129706154,High Risk
221,Padilla Elementary School,Illinois,Public,Middle,12860.85,41.3,16.6,70.0,83.3,77.1,7.69,22.900000000000006,16.6,76.65,33.61,24.308029693764617,High Risk
222,Gomez High School,Illinois,Private,Elementary,17205.66,55.1,14.9,64.0,21.0,81.1,5.45,18.900000000000006,14.9,42.5,49.65,54.346311720825426,Medium Risk
223,Johnson High School,Michigan,Private,Elementary,22953.03,58.9,25.4,57.6,33.8,90.1,4.96,9.900000000000006,25.4,45.7,53.94,62.485631077099185,Medium Risk
224,Atkinson High School,Michigan,Charter,High,9293.73,40.0,10.5,94.9,22.7,81.1,7.98,18.900000000000006,10.5,58.800000000000004,32.019999999999996,25.841152118319343,High Risk
225,Whitehead High School,Texas,Charter,Middle,10283.75,44.1,19.5,44.9,55.1,78.9,4.21,21.099999999999994,19.5,50.0,39.89,28.950762035465424,High Risk
226,Morgan Elementary School,Illinois,Public,Elementary,23849.9,53.8,27.2,63.7,32.1,75.6,7.87,24.400000000000006,27.2,47.900000000000006,45.93,49.594839996251494,Medium Risk
227,Griffin High School,Illinois,Public,Middle,12601.78,50.6,19.1,90.8,48.5,84.1,8.46,15.900000000000006,19.1,69.65,42.14,37.002354654742454,High Risk
228,Parker Elementary School,North Carolina,Charter,Middle,7991.43,59.4,12.2,14.0,29.3,78.2,0.5,21.799999999999997,12.2,21.65,58.9,54.600617675124916,Medium Risk
229,Williams Middle School,Florida,Public,Middle,20918.3,50.5,23.6,68.8,11.8,83.9,6.69,16.099999999999994,23.6,40.3,43.81,48.702536360384975,Medium Risk
230,Harper Elementary School,Illinois,Charter,Elementary,13852.19,53.8,10.6,13.5,42.8,62.6,2.1,37.4,10.6,28.15,51.699999999999996,48.42696739215549,Medium Risk
231,Robertson Elementary School,California,Private,Elementary,23073.35,62.3,23.9,19.9,46.8,99.2,0.5,0.7999999999999972,23.9,33.349999999999994,61.8,74.52724464780572,Low Risk
232,Martinez Elementary School,Illinois,Charter,Elementary,14567.8,46.8,16.6,20.4,76.8,62.3,3.23,37.7,16.6,48.599999999999994,43.57,33.770892228536994,High Risk
233,Moore High School,Michigan,Charter,Middle,8480.82,40.0,25.6,36.5,78.5,74.1,5.78,25.900000000000006,25.6,57.5,34.22,14.903412400092657,High Risk
234,Martinez High School,Florida,Private,High,14946.91,45.0,25.1,64.5,94.2,77.0,8.97,23.0,25.1,79.35,36.03,25.355558093312123,High Risk
235,Meyer Middle School,California,Charter,Middle,7547.66,43.2,14.4,45.0,29.1,83.8,3.75,16.200000000000003,14.4,37.05,39.45,31.32883591073771,High Risk
236,Reynolds Middle School,Florida,Public,Middle,22070.74,57.5,25.7,11.3,32.1,72.6,1.73,27.400000000000006,25.7,21.700000000000003,55.77,58.27568097832127,Medium Risk
237,Jones High School,Pennsylvania,Public,High,22237.67,53.2,11.0,45.8,74.2,76.0,3.46,24.0,11.0,60.0,49.74,56.80671627570021,Medium Risk
238,Pham Elementary School,Florida,Private,High,17741.01,40.0,29.2,79.9,27.6,51.7,13.3,48.3,29.2,53.75,26.7,12.918416084150648,High Risk
239,Garcia Middle School,Illinois,Public,High,20007.31,57.8,20.2,42.3,45.4,97.7,2.52,2.299999999999997,20.2,43.849999999999994,55.279999999999994,64.72307916323581,Medium Risk
240,Cantrell Elementary School,Michigan,Public,Middle,9137.27,40.2,14.9,28.3,82.7,64.4,7.3,35.599999999999994,14.9,55.5,32.900000000000006,18.32600315483034,High Risk
241,Fleming High School,Texas,Private,Elementary,14936.28,40.0,18.6,80.6,75.6,68.3,11.38,31.700000000000003,18.6,78.1,28.619999999999997,19.051974250405543,High Risk
242,Whitney Middle School,New York,Public,High,12748.31,48.1,22.6,10.5,8.7,62.1,2.32,37.9,22.6,9.6,45.78,35.52330075828673,High Risk
243,Moran Elementary School,Michigan,Private,Middle,21663.2,42.7,19.7,81.3,20.7,67.8,10.83,32.2,19.7,51.0,31.870000000000005,33.34200559931007,High Risk
244,Finley Middle School,New York,Private,Middle,8507.94,40.0,21.1,88.9,34.4,71.8,9.2,28.200000000000003,21.1,61.650000000000006,30.8,14.629017306283009,High Risk
245,Jones Elementary School,Texas,Private,High,13648.08,48.6,26.4,83.7,49.8,88.8,9.49,11.200000000000003,26.4,66.75,39.11,33.113282964260456,High Risk
246,Patton High School,Georgia,Private,Middle,5291.51,40.0,20.0,15.5,38.8,53.7,5.73,46.3,20.0,27.15,34.269999999999996,11.592076038044254,High Risk
247,Carter High School,North Carolina,Charter,High,11431.13,40.0,29.3,68.4,31.9,53.3,11.15,46.7,29.3,50.150000000000006,28.85,7.568797589909854,High Risk
248,Irwin Middle School,Ohio,Charter,High,18887.66,54.6,21.2,55.0,30.3,60.0,4.62,40.0,21.2,42.65,49.980000000000004,45.0677539369677,Medium Risk
249,Price Elementary School,Texas,Public,Elementary,6314.74,40.0,29.9,59.2,65.5,62.3,10.59,37.7,29.9,62.35,29.41,2.979279223369131,High Risk
250,Obrien Middle School,California,Public,Elementary,17592.66,49.6,19.9,63.3,34.0,92.0,2.69,8.0,19.9,48.65,46.910000000000004,49.33879891016519,Medium Risk
251,Hatfield High School,Georgia,Charter,Elementary,17849.84,40.0,17.8,90.8,44.3,61.4,11.73,38.6,17.8,67.55,28.27,21.799487790752934,High Risk
252,Holden Middle School,North Carolina,Charter,Middle,8801.29,40.0,23.3,61.5,33.5,70.1,10.06,29.900000000000006,23.3,47.5,29.939999999999998,14.679401769600934,High Risk
253,Cochran Middle School,Florida,Charter,Middle,17140.7,58.4,13.4,34.6,34.2,54.1,2.93,45.9,13.4,34.400000000000006,55.47,52.06209483221468,Medium Risk
254,Oneill High School,Georgia,Private,Middle,7322.19,40.0,11.0,75.1,47.9,62.1,8.32,37.9,11.0,61.5,31.68,16.146808682385075,High Risk
255,Sanchez Middle School,Florida,Private,Middle,18844.58,40.0,28.7,84.0,53.8,57.4,11.93,42.6,28.7,68.9,28.07,14.98209201157941,High Risk
256,Nicholson Middle School,Georgia,Private,Elementary,21022.55,54.2,22.9,22.8,58.0,52.8,5.1,47.2,22.9,40.4,49.1,43.66538809712875,Medium Risk
257,Cox Elementary School,Pennsylvania,Private,High,22150.69,57.4,20.9,44.6,59.6,72.5,5.88,27.5,20.9,52.1,51.519999999999996,54.91456740130018,Medium Risk
258,Banks High School,New York,Public,Elementary,24465.35,53.6,20.1,49.8,89.1,67.4,6.64,32.599999999999994,20.1,69.44999999999999,46.96,48.89251195450942,Medium Risk
259,Pitts High School,Ohio,Private,Middle,8791.72,46.8,16.7,31.3,43.3,81.3,4.99,18.700000000000003,16.7,37.3,41.809999999999995,34.38888030542337,High Risk
260,Carr High School,Ohio,Private,High,13182.4,49.8,17.2,24.0,85.7,93.2,1.2,6.799999999999997,17.2,54.85,48.599999999999994,46.262561359756596,Medium Risk
261,Carpenter Elementary School,Pennsylvania,Charter,Elementary,21550.7,61.4,18.3,54.0,31.6,93.1,3.36,6.900000000000006,18.3,42.8,58.04,70.19020305215643,Low Risk
262,Bell High School,Florida,Private,Middle,5999.14,40.0,24.7,94.6,66.4,88.6,10.09,11.400000000000006,24.7,80.5,29.91,12.460643425468081,High Risk
263,Padilla High School,Georgia,Public,Elementary,13988.66,40.0,29.9,36.6,76.2,66.8,9.71,33.2,29.9,56.400000000000006,30.29,14.651729604581606,High Risk
264,Jones Middle School,New York,Private,Middle,11222.47,40.0,26.2,88.3,5.0,63.9,10.48,36.1,26.2,46.65,29.52,13.584578944467742,High Risk
265,Freeman High School,Ohio,Private,Middle,19274.69,56.3,10.2,39.6,27.2,50.5,4.01,49.5,10.2,33.4,52.29,52.21829675422418,Medium Risk
266,Brady Elementary School,Florida,Charter,High,10844.0,46.0,14.0,33.9,60.7,53.9,5.6,46.1,14.0,47.3,40.4,26.180876728816123,High Risk
267,Garcia High School,Pennsylvania,Private,High,20789.17,57.8,26.0,39.1,27.9,84.8,2.62,15.200000000000003,26.0,33.5,55.18,59.185151698060125,Medium Risk
268,Potter High School,Texas,Charter,High,7448.87,50.6,18.2,12.6,40.1,84.6,1.72,15.400000000000006,18.2,26.35,48.88,40.74838808572421,Medium Risk
269,Estes Middle School,Illinois,Charter,Middle,15829.16,47.9,28.3,59.4,69.3,97.5,7.04,2.5,28.3,64.35,40.86,38.13633255622199,High Risk
270,Stephens Elementary School,Georgia,Charter,High,16062.64,56.3,25.4,26.9,23.1,92.2,2.56,7.799999999999997,25.4,25.0,53.739999999999995,55.99113380570117,Medium Risk
271,Byrd High School,California,Charter,High,19678.43,51.6,11.7,84.5,59.5,84.4,7.54,15.599999999999994,11.7,72.0,44.06,50.89872883555014,Medium Risk
272,Levine High School,Texas,Private,Elementary,15282.69,46.2,21.5,61.0,11.3,68.3,8.7,31.700000000000003,21.5,36.15,37.5,32.3798830314046,High Risk
273,Hull High School,Texas,Public,High,24425.17,58.9,16.7,35.7,38.8,57.8,3.86,42.2,16.7,37.25,55.04,59.6776825589964,Medium Risk
274,White Elementary School,New York,Public,High,6149.18,40.3,18.9,54.0,35.0,57.7,8.45,42.3,18.9,44.5,31.849999999999998,11.353799943734913,High Risk
275,Elliott Elementary School,Illinois,Public,High,11520.02,56.0,23.3,18.5,27.8,81.0,1.24,19.0,23.3,23.15,54.76,48.53694519806107,Medium Risk
276,Griffin Elementary School,Georgia,Private,High,20262.89,44.7,28.5,64.3,60.5,66.0,10.01,34.0,28.5,62.4,34.690000000000005,27.243254460198337,High Risk
277,Hebert Middle School,Florida,Public,High,18872.89,40.6,28.9,30.5,89.3,58.8,8.34,41.2,28.9,59.9,32.260000000000005,18.978234482239927,High Risk
278,Lewis Elementary School,California,Public,Middle,24559.37,63.9,17.8,10.5,22.1,71.7,2.23,28.299999999999997,17.8,16.3,61.67,73.77636980504698,Low Risk
279,Allen High School,Illinois,Public,Elementary,24562.36,69.3,22.2,43.0,80.3,97.0,2.3,3.0,22.2,61.65,67.0,80.31678335496389,Low Risk
280,Massey Middle School,North Carolina,Public,High,21311.28,58.6,15.3,79.6,17.8,85.0,4.17,15.0,15.3,48.699999999999996,54.43,64.22762614796225,Medium Risk
281,Hebert Middle School,Pennsylvania,Private,Elementary,16352.07,54.4,19.1,75.7,42.1,98.2,5.89,1.7999999999999972,19.1,58.900000000000006,48.51,53.53704166428494,Medium Risk
282,Waters Middle School,Michigan,Charter,Elementary,22885.28,47.8,13.8,72.8,53.9,68.2,4.46,31.799999999999997,13.8,63.349999999999994,43.339999999999996,45.70519430309794,Medium Risk
283,Parker Elementary School,Michigan,Private,Elementary,7701.85,40.0,12.8,90.8,74.7,63.4,7.56,36.6,12.8,82.75,32.44,13.395633870976326,High Risk
284,Schmidt Middle School,Georgia,Private,High,12068.54,57.2,11.4,41.1,73.7,95.0,1.77,5.0,11.4,57.400000000000006,55.43,57.40372790075869,Medium Risk
285,Andrews Elementary School,North Carolina,Private,Elementary,7969.77,42.7,17.8,31.7,50.8,87.8,3.14,12.200000000000003,17.8,41.25,39.56,30.319640270965706,High Risk
286,Reyes Elementary School,Michigan,Charter,Elementary,20512.41,54.7,20.1,59.6,9.1,81.5,4.65,18.5,20.1,34.35,50.050000000000004,56.30668770473561,Medium Risk
287,Dominguez High School,New York,Private,Middle,14502.9,50.3,17.4,71.2,35.0,88.0,3.45,12.0,17.4,53.1,46.849999999999994,45.71626429640872,Medium Risk
288,Harris Elementary School,Georgia,Public,Middle,21551.1,54.5,17.7,50.1,82.3,71.1,5.61,28.900000000000006,17.7,66.2,48.89,50.20284266251012,Medium Risk
289,Tapia Elementary School,California,Public,Elementary,23853.26,56.7,23.1,39.9,18.9,67.4,7.19,32.599999999999994,23.1,29.4,49.510000000000005,55.54241205980147,Medium Risk
290,Khan High School,Illinois,Private,High,9111.61,46.8,19.4,61.5,6.0,96.9,4.54,3.0999999999999943,19.4,33.75,42.26,39.30557450493602,High Risk
291,Gray Middle School,Michigan,Public,Middle,11673.46,43.3,21.3,60.0,28.6,83.2,6.19,16.799999999999997,21.3,44.3,37.11,29.932618247871595,High Risk
292,Williams Middle School,Illinois,Public,Elementary,13127.46,47.2,24.3,44.2,18.1,79.5,4.56,20.5,24.3,31.150000000000002,42.64,35.92622337511481,High Risk
293,Medina Middle School,Illinois,Public,High,21162.97,53.1,20.8,87.5,20.2,67.4,8.04,32.599999999999994,20.8,53.85,45.06,45.58029164286292,Medium Risk
294,Calhoun Middle School,California,Private,Middle,11836.51,40.0,10.4,66.7,55.5,54.3,5.54,45.7,10.4,61.1,34.46,20.32129651975023,High Risk
295,Hutchinson Elementary School,California,Charter,Middle,8276.55,40.0,21.9,87.3,58.6,63.9,11.46,36.1,21.9,72.95,28.54,8.576744106576836,High Risk
296,Harris Elementary School,North Carolina,Charter,High,12110.56,55.7,20.0,17.9,34.0,90.0,1.56,10.0,20.0,25.95,54.14,53.35484457115102,Medium Risk
297,Wright High School,Georgia,Private,Elementary,20527.55,59.2,13.3,14.1,38.3,50.0,0.75,50.0,13.3,26.2,58.45,57.7152808009867,Medium Risk
298,Roach Elementary School,New York,Private,Middle,13140.78,51.0,12.1,10.8,31.9,57.2,1.3,42.8,12.1,21.35,49.7,42.733160136078546,Medium Risk
299,Ramirez Middle School,Texas,Private,High,17782.45,49.7,12.3,56.8,12.7,76.7,2.23,23.299999999999997,12.3,34.75,47.470000000000006,50.89847139581614,Medium Risk
300,Silva Elementary School,New York,Public,Middle,12171.78,43.1,27.5,66.2,16.9,87.0,5.96,13.0,27.5,41.55,37.14,28.481706579923852,High Risk
301,Guerrero Elementary School,Michigan,Private,Middle,12695.31,63.3,10.8,14.1,10.5,67.6,0.5,32.400000000000006,10.8,12.3,62.8,63.251979443616555,Medium Risk
302,Riddle High School,North Carolina,Private,Middle,21610.2,40.0,26.4,86.0,31.0,51.0,10.18,49.0,26.4,58.5,29.82,19.521716217787358,High Risk
303,Johnson High School,California,Public,High,15764.33,49.1,22.1,48.2,87.8,74.9,7.37,25.099999999999994,22.1,68.0,41.730000000000004,34.61969042756781,High Risk
304,Harris Middle School,California,Charter,High,12538.27,40.0,19.9,86.9,38.5,55.5,12.06,44.5,19.9,62.7,27.939999999999998,12.906056691124526,High Risk
305,Wilson Middle School,California,Charter,High,24536.61,57.3,10.8,82.7,29.4,66.4,5.69,33.599999999999994,10.8,56.05,51.61,60.820163091125515,Medium Risk
306,Olson Elementary School,Pennsylvania,Private,Middle,10539.84,41.7,23.6,50.4,60.5,97.4,2.08,2.5999999999999943,23.6,55.45,39.620000000000005,30.559736575707042,High Risk
307,Foster Middle School,Texas,Public,Elementary,16076.69,40.0,13.7,89.6,82.6,54.5,9.91,45.5,13.7,86.1,30.09,17.97067175068485,High Risk
308,Gonzalez High School,Florida,Public,Middle,10128.6,40.0,27.2,69.6,10.4,58.2,11.88,41.8,27.2,40.0,28.119999999999997,10.052495876152612,High Risk
309,Barnett Elementary School,Pennsylvania,Public,High,7931.46,40.0,29.4,33.7,56.5,55.2,5.85,44.8,29.4,45.1,34.15,7.194856514383925,High Risk
310,Rubio High School,Illinois,Charter,Middle,17503.49,58.6,24.3,48.0,90.8,92.8,3.95,7.200000000000003,24.3,69.4,54.65,54.54934674108494,Medium Risk
311,Goodman High School,New York,Charter,Middle,19973.3,56.6,23.6,37.6,91.3,75.6,3.92,24.400000000000006,23.6,64.45,52.68,50.09638742632076,Medium Risk
312,Rhodes Middle School,Florida,Private,Elementary,11543.91,40.0,27.5,69.1,85.5,53.1,13.39,46.9,27.5,77.3,26.61,3.9059397226998627,High Risk
313,Sims High School,North Carolina,Public,Middle,23996.5,54.0,25.1,78.5,31.5,60.2,8.7,39.8,25.1,55.0,45.3,44.523694688522475,Medium Risk
314,Braun High School,Texas,Private,Elementary,7426.08,40.0,26.5,64.8,10.2,82.4,7.93,17.599999999999994,26.5,37.5,32.07,17.845081248275758,High Risk
315,Jackson Elementary School,Illinois,Private,Middle,17805.95,63.8,19.2,29.0,11.5,85.8,1.11,14.200000000000003,19.2,20.25,62.69,69.86871792678109,Medium Risk
316,Martin Middle School,Texas,Private,Middle,22758.08,51.8,12.0,67.3,85.3,61.2,9.39,38.8,12.0,76.3,42.41,45.060319184401365,Medium Risk
317,Sherman Elementary School,New York,Charter,High,13924.4,44.6,23.5,26.7,89.2,68.5,6.07,31.5,23.5,57.95,38.53,25.922011159954124,High Risk
318,Martin Elementary School,Illinois,Private,Middle,24900.18,54.5,11.2,81.6,32.9,64.9,6.93,35.099999999999994,11.2,57.25,47.57,56.33785639494533,Medium Risk
319,May High School,Michigan,Charter,Elementary,16547.36,55.7,27.7,22.5,82.9,87.2,1.92,12.799999999999997,27.7,52.7,53.78,49.20429028618678,Medium Risk
320,Jenkins Elementary School,Texas,Public,High,16369.69,40.0,28.0,74.1,93.7,83.0,11.53,17.0,28.0,83.9,28.47,19.506875949783208,High Risk
321,Freeman Elementary School,Ohio,Public,Elementary,22970.99,67.3,11.0,27.3,59.4,67.2,0.5,32.8,11.0,43.35,66.8,75.50225210272602,Low Risk
322,Silva Middle School,North Carolina,Charter,Middle,15866.95,40.0,17.0,87.3,73.3,62.6,9.92,37.4,17.0,80.3,30.08,19.428621905362775,High Risk
323,Phillips High School,Ohio,Charter,Elementary,19926.92,65.2,15.7,50.3,36.1,87.0,1.64,13.0,15.7,43.2,63.56,73.06572663763825,Low Risk
324,Wilkerson Middle School,Florida,Private,Middle,9436.07,45.1,10.7,84.9,34.6,80.1,4.22,19.900000000000006,10.7,59.75,40.88,33.34526615857378,High Risk
325,Petersen High School,Florida,Private,Elementary,17606.55,51.4,22.5,63.3,54.7,66.7,8.12,33.3,22.5,59.0,43.28,37.40261368453651,High Risk
326,Jones Middle School,California,Private,Middle,11431.38,55.8,14.3,29.1,54.7,84.5,2.42,15.5,14.3,41.900000000000006,53.379999999999995,51.483850770391626,Medium Risk
